3	121200	RMSE:	0.35164	0.346074	NMSE:	0.623391	0.625686	817.222
3	121200	RMSE:	0.351167	0.345386	NMSE:	0.621715	0.623199	818.409
3	121200	RMSE:	0.352259	0.346702	NMSE:	0.625587	0.627957	833.757
3	121200	RMSE:	0.350968	0.345109	NMSE:	0.621012	0.622199	823.517
3	121200	RMSE:	0.351879	0.346015	NMSE:	0.624239	0.625472	803.33
3	121200	RMSE:	0.35213	0.346468	NMSE:	0.62513	0.62711	808.922
3	121200	RMSE:	0.352147	0.346389	NMSE:	0.625191	0.626827	811.18
3	121200	RMSE:	0.351152	0.345251	NMSE:	0.621662	0.622713	848.078
3	121200	RMSE:	0.351538	0.345708	NMSE:	0.623032	0.624362	840.375
3	121200	RMSE:	0.352383	0.346716	NMSE:	0.626028	0.628008	839.358
\hline
