3	121200	RMSE:	0.0688853	0.0834581	NMSE:	0.0553287	0.100669	1642.28
3	121200	RMSE:	0.0693516	0.0880581	NMSE:	0.0560804	0.112072	2323.75
3	121200	RMSE:	0.0621868	0.076887	NMSE:	0.0450914	0.0854408	2352.87
3	121200	RMSE:	0.0732993	0.0957217	NMSE:	0.0626466	0.132428	1476.72
3	121200	RMSE:	0.0671479	0.0809201	NMSE:	0.052573	0.0946395	1966.34
3	121200	RMSE:	0.0653226	0.076141	NMSE:	0.0497535	0.0837908	1812.16
3	121200	RMSE:	0.062755	0.0721133	NMSE:	0.0459192	0.0751606	1865.2
3	121200	RMSE:	0.0624867	0.0731595	NMSE:	0.0455274	0.0773573	1870.32
3	121200	RMSE:	0.0620539	0.0764697	NMSE:	0.0448989	0.0845159	1927.9
3	121200	RMSE:	0.0645535	0.0779443	NMSE:	0.0485888	0.0878067	1803.93
\hline
