3	121200	RMSE:	0.00491819	0.00520711	NMSE:	0.000141923	0.000162005	6386.98
3	121200	RMSE:	0.00475263	0.00498102	NMSE:	0.000132529	0.000148242	6723.53
3	121200	RMSE:	0.00443861	0.00465099	NMSE:	0.000115594	0.000129249	7528.69
3	121200	RMSE:	0.005027	0.00521309	NMSE:	0.000148273	0.000162377	26201.2
3	121200	RMSE:	0.00477928	0.00497781	NMSE:	0.000134019	0.000148051	7006.22
3	121200	RMSE:	0.00469534	0.0048899	NMSE:	0.000129353	0.000142868	9213.28
3	121200	RMSE:	0.00478975	0.00503831	NMSE:	0.000134607	0.000151672	6214.75
3	121200	RMSE:	0.0046554	0.00483895	NMSE:	0.000127162	0.000139906	5932.02
3	121200	RMSE:	0.00465124	0.00478482	NMSE:	0.000126935	0.000136794	6010.49
3	121200	RMSE:	0.00485897	0.00506771	NMSE:	0.000138526	0.000153447	49538.3
\hline
